label,news_text,id,preprocessed_news_text
pants-fire,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",117,rudi giuliani probabl underqualifi man sinc georg bush seek presid
barely-true,"Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease.",5078,thank action milwauke counti board 2013 budget amount counti tax averag home citi milwauke would 19 decreas
true,"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.",1536,one stroke pen presid bush deni health insur million kid due get bipartisan expans children health insur program
barely-true,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",222,milwauke counti taxpay paid settl lawsuit decis sheriff david clark use untrain correct offic rather deputi patrol lakefront
mostly-true,Says Scott Brown voted to give oil companies big tax breaks.,3347,say scott brown vote give oil compani big tax break
half-true,Sotomayor has had her rulings thrown out by the court a troubling four times.,3872,sotomayor rule thrown court troubl four time
true,"Says the Republican Party platform says pull back even more of the rules on campaign finance reform, get rid of McCain-Feingold while the Democratic Party platform says we want to find a way to put more fair rules on campaign finance reform.",3985,say republican parti platform say pull back even rule campaign financ reform get rid democrat parti platform say want find way put fair rule campaign financ reform
false,"13,000 Floridians are able to vote -- but their governor wont tell them.",4819,floridian abl vote governor wont tell
mostly-true,"Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.",1537,say nearli 75 percent american support construct pipelin schrader need explain oregon famili vote need project
true,"The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal.",9315,averag person pay year paul ryan medicar propos
false,"If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.",8745,tax cut expir schedul budget close balanc four year
pants-fire,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,5951,say barack obama american presid visit monument normandi
half-true,"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.",6371,decad elect governor tri fail get minnesota top 10 state countri actual
true,"Right now, Texas doesnt have an income tax and Oklahomas lowering their income tax rates, and guess what their severance tax is? Sky high.",7316,right texa doesnt incom tax oklahoma lower incom tax rate guess sever tax sky high
false,"A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.",1080,report came continu presid obama polici look 9 percent unemploy next year fourth quarter
half-true,"The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years.",7506,democrat leader senat harri reid block vote keyston pipelin year
mostly-true,Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio,1428,say central ohio human traffick task forc first task forc kind central ohio
false,On changing the rules for filibusters on presidential nominees,4939,chang rule filibust presidenti nomine
mostly-true,Bill Clinton invited him (the Rev. Wright) to the White House when he was having his personal crises.,7391,bill clinton invit rev wright white hous person crise
pants-fire,Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ride-hailing service.,3151,statist show nine time like assault taxi driver austin driver servic
mostly-true,"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",2470,last year 244 suspect terrorist walk gun shop attempt purchas firearm 223 abl get firearm
mostly-true,"North Carolina spends $855 less per student than it did before the Great Recession, and we have one of the lowest per pupil spending levels in the nation.",4540,north carolina spend 855 less per student great recess one lowest per pupil spend level nation
false,Millennials are more pro-life than baby boomers and older Americans.,9837,millenni babi boomer older american
half-true,Says President Barack Obama made unilateral changes to Obamacare 38 times.,2773,say presid barack obama made unilater chang obamacar 38 time
pants-fire,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases.",5063,small busi gross sale busi theyr one look massiv tax increas
